44
9
6
7
27
58
8
3
23
36
4
26
12
15
34
25
1
30
24
49
54
16
21
38
22
39
41
36
56
46
48
19
31
5
29
10
13
51
47
43
14
37
18
28
32
11
20
40
2
57
50
45
52
42
17
53
55
33
