48,429
73,968
78,000
77,691
57,937
24,722
75,238
80,905
60,064
53,072
80,683
58,468
69,278
67,778
52,675
58,738
88,405
55,714
58,921
42,214
38,405
65,984
61,373
51,564
60,119
51,453
49,032
52,572
35,603
45,675
43,786
63,849
55,675
79,016
57,381
71,984
68,873
41,389
44,429
48,635
68,524
51,865
64,611
57,627
54,310
71,968
61,564
50,508
85,445
30,889
42,143
46,413
40,802
48,675
65,159
40,706
35,635
54,016
